Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_0-1	CPM_0-2	CPM_0-3	CPM_0-4	CPM_0-5	CPM_0-6	CPM_0-7	CPM_0-8	CPM_7-1	CPM_7-2	CPM_7-3	CPM_7-4	CPM_7-5	CPM_7-6	CPM_7-7	CPM_7-8	CPM_14-1	CPM_14-2	CPM_14-3	CPM_14-4	CPM_14-5	CPM_14-6	CPM_14-7	CPM_21-1	CPM_21-2	CPM_21-3	CPM_21-4	CPM_21-5	CPM_21-6	CPM_21-7	CPM_21-8	CPM_28-1	CPM_28-2	CPM_28-3	CPM_28-4	CPM_28-5	CPM_28-6	CPM_28-7	CPM_28-8
ENSMUSG00000006574.16	Slc4a1	5.238401123547607	3.1926293832368207	35.456359780086636	6.66949972800866e-7	0.0061799719781711875	1.7541156468120425	0.5783649246147639	0.18050284586418247	0.6660064694095807	0.920069766813825	0.20580057361697715	0.6943254105456728	0.7751231397852069	1.6823831281851953	0.04861130982516114	0.5546970053918715	0.9734685170091563	0.18907383455360322	0.6852858415505078	0.32292527745633265	0.6206501812878588	0.9453022467765924	0.2384254875883697	0.6678046807885809	0.5575484661741172	1.0853613076518878	1.0476853515040807	0.5517117873151748	24.846177436586302	1.0568241662764624	1.1785663870327547	0.6441957203160131	39.57576748666973	144.9278288724834	9.690205541190165	0.9345017681905896	14.12070395973361	9.958362503709056	43.05181612936388	12.064861920783056	22.498145498168963	2.400262548175119	5.535307514775516	3.5332710694379346
ENSMUSG00000091694.10	Apol11b	4.736022789047239	2.3144135158371877	34.54434443710509	8.504487885887797e-7	0.0061799719781711875	1.8916933446012223	0.37180602296663395	0.31587998026231934	0.35861886814362043	0.3578049093164875	0.20580057361697715	0.4628836070304485	0.8347479966917611	0.5287489831439185	0.34027916877612796	0.27734850269593575	0.5408158427828645	0.18907383455360322	0.28854140696863484	0.3690574599500945	0.1692682312603251	0.4201343319007077	0.2384254875883697	0.19080133736816599	0.3345290797044704	0.394676839146141	0.6162855008847533	0	8.386564623705786	1.633273711518169	0.9642815893904356	0.5153565762528105	22.975193876489474	89.93527540154415	7.641869410532081	0.3442901251228488	5.941498387428896	4.302012601602312	16.522588892891	3.840717289661042	7.647152903318514	1.4183369602852978	5.5788926133170555	2.111840179434168
ENSMUSG00000121605.1	Ahsp	6.181061655428536	1.2778387320589661	32.52489701360448	1.4738088773616855e-6	0.0061799719781711875	0.44712751781483434	0.04131178032962599	0	0.1536938006329802	0.1533449611356375	0	0.05786045087880606	0.11924971381310874	0.48068089376719864	0.04861130982516114	0.13867425134796788	0.21632633711314583	0	0.07213535174215871	0.13839654748128544	0.1128454875068834	0.21006716595035385	0	0	0.44603877293929384	0.049334604893267624	0.061628550088475335	0	8.660891503920462	0.3202497473565037	0.16071359823173928	0.08589276270880175	10.004612362401968	57.437654878297096	1.1817323830719713	0	0.6172985337588464	0.7966690002967245	3.180404434781836	1.0436731765383267	1.9949094530396125	0.2545733005640278	0.43585098541539496	1.0965324008600486
ENSMUSG00000051839.8	Gypa	4.358785838491773	1.8093605046636916	32.482425368320804	1.4912160169321802e-6	0.0061799719781711875	1.1006215823134384	0.7023002656036419	0.09025142293209124	0.6660064694095807	0.4089198963617	0.3704410325105589	0.4050231561516424	0.5366237121589893	0.24034044688359932	0.3888904786012891	0.32357325314525837	0.21632633711314583	0.06302461151786774	0.10820302761323806	0.2767930949625709	0.4513819500275336	0.7877518723138269	0.11921274379418485	0.09540066868408299	0.5017936195567055	0.7400190733990144	0.43139985061932734	0.1471231432840466	4.5459883007003326	0.9287242673338608	1.1785663870327547	0.42946381354400875	22.134098146907007	55.48157375241082	5.042058167773744	0.3934744287118272	3.9352781527126455	3.226509451201734	11.441698881227337	2.1290932801381866	6.538869873852064	1.054660816622401	3.0945419964493044	1.5838801345756257
ENSMUSG00000073400.7	Trim10	5.011416371150069	0.9064054816219674	30.48657523516822	2.6116769664830286e-6	0.007303968769976319	0.5159163667094243	0.20655890164812996	0.04512571146604562	0.2561563343883003	0.102229974090425	0.16464045889358173	0.11572090175761213	0	0.2884085362603192	0	0.13867425134796788	0.32448950566971874	0	0.18033837935539676	0.5535861899251417	0.1692682312603251	0.05251679148758846	0	0.09540066868408299	0.22301938646964692	0.049334604893267624	0.061628550088475335	0	4.114903203220129	0.3202497473565037	0.21428479764231903	0.30062466948080613	9.91607596981434	32.71990246937048	2.008945051222351	0	1.929057917996395	1.79250525066763	5.236031691409121	1.0436731765383267	2.9923641795594187	0.5091466011280557	1.0896274635384875	1.0153077785741191
ENSMUSG00000026580.17	Selp	1.416581787916904	1.8164593294344054	30.284078987058763	2.7671468130574814e-6	0.007303968769976319	2.132454315732287	1.5698476525257876	1.2183942095832316	0.8709315369202211	1.3289896631755251	0.576241606127536	2.4301389369098545	1.609871136476968	1.9227235750687945	1.3125053652793508	0.970719759435775	1.0275501012874426	1.5125906764288257	0.9377595726480632	1.7530229347629487	1.2413003625757175	1.943121285040773	1.4901592974273106	1.6218113676294108	1.7841550917571753	1.0853613076518878	1.7255994024773094	1.6183545761245126	4.232471866169275	4.483496462991052	3.6428415599194235	1.5890161101128324	2.700359973922655	5.779330599209461	6.420745948024377	2.45921517944892	7.600488196905796	10.157529753783237	12.8767594188728	8.516373120552746	11.636971809397739	7.637199016920834	4.445680051237028	5.19837582629949
ENSMUSG00000035692.8	Isg15	2.203351035037812	1.603145323560235	29.421343697524055	3.547490087377294e-6	0.007303968769976319	2.098059891284992	1.5285358721961617	1.2635199210492774	0.9733940706755412	2.146829455898925	1.152483212255072	0.5786045087880607	1.4906214226638592	1.3459065025481562	2.0416750126567678	1.4329672639290012	1.3520396069571614	0.5672215036608097	1.406639358972095	2.168212577206805	0.9591866438085089	1.8380877020655961	2.0266166445011424	1.0017070211828714	1.7841550917571753	1.0853613076518878	0.8627997012386547	1.3976698611984428	5.839243593140945	2.850222751472883	2.7857023693501475	1.2883914406320263	15.449600506541092	16.493320402359306	6.066226233102786	1.3771605004913952	3.009330352074376	2.828174951053372	7.64072772746368	3.6319826543533766	4.1560613604991925	1.9274835614133534	4.445680051237028	1.9900032460052735
ENSMUSG00000022146.13	Osmr	0.9402263814783764	4.168771668792929	29.12090755423908	3.8711329079079254e-6	0.007303968769976319	13.792164203365274	11.154180688999018	11.64243355823977	9.42655310548945	8.178397927234	8.767104436083226	11.514229724882407	10.672849386273231	11.392137182282609	10.062541133808356	11.833536115026591	10.059174675761282	16.19732516009201	7.574211932926665	15.26975240543516	14.444222400881076	11.23859337834393	11.8020616356243	14.262399968270408	13.381163188178816	15.78707356584564	7.580311660882466	13.204302109743182	25.042125208168212	19.91953428557453	19.071346990166393	14.773555185913901	15.53813689912872	28.22980715767698	27.613146684448395	13.279761969024168	31.443644063341235	28.60041711065241	40.76347635311841	29.306342797196212	54.63835335269606	28.330371591339667	24.843506168677514	26.844737665499707
ENSMUSG00000056054.10	S100a8	3.98200554926322	3.0411080030259727	29.038299618385413	3.965477404221926e-6	0.007303968769976319	1.410171402339093	0.7023002656036419	0.8122628063888211	1.0246253375532013	1.1756447020398875	0.7820421797445132	0	0.35774914143932623	0.6248851618973582	0.7291696473774171	0	0.10816316855657292	0.06302461151786774	0.5770828139372697	1.3839654748128543	0.1692682312603251	0.5776847063634731	0.2980318594854621	0	2.8434971774879982	1.677376566371099	0.30814275044237666	0.6620541447782097	41.58011712968149	4.067171791427597	4.821407946952178	0.7300884830248149	2.124873422103073	31.430667181854528	16.89877307792919	0.3934744287118272	12.963269208935774	17.08855005636474	19.12121202862738	31.936399202072796	20.724892651022643	64.73435357199564	17.869890402031192	12.914714943462794
ENSMUSG00000056071.13	S100a9	3.6310498617635516	3.6634517948744256	28.1961754388233	5.078007520398027e-6	0.007981906801205701	3.439442444729495	1.3219769705480318	1.2183942095832316	1.3832442056968217	1.1756447020398875	0.8232022944679086	0.11572090175761213	0.7154982828786525	0.9613617875343973	0.8750035768529005	0.2311237522466131	0.3785710899480052	0.06302461151786774	0.5770828139372697	2.0298160297255197	0.1692682312603251	0.9978190382641808	0.17881911569127729	0.1431010030261245	4.627652269245173	3.3054185278489308	0.061628550088475335	0.47815021567315147	15.08797841180714	7.045494441843082	8.83924790274566	2.3191045931376473	4.559624218262844	60.14949462100307	32.221902978429085	0.737764553834676	32.13810491381994	30.273422011275528	34.131169544000194	52.55938117047013	34.74467297377325	97.24700081545862	28.37389915054221	23.18962966263288
