Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_D0-1	CPM_D0-2	CPM_D0-3	CPM_D0-4	CPM_D1-1	CPM_D1-2	CPM_D1-3	CPM_D1-4	CPM_D3-1	CPM_D3-2	CPM_D3-3	CPM_D3-4	CPM_D5-1	CPM_D5-2	CPM_D5-3	CPM_D5-4	CPM_D7-1	CPM_D7-2	CPM_D7-3	CPM_D7-4	CPM_D14-1	CPM_D14-2	CPM_D14-3	CPM_D14-4	CPM_D21-1	CPM_D21-2	CPM_D21-3	CPM_D21-4	CPM_D28-1	CPM_D28-2	CPM_D28-3	CPM_D28-4
ENSMUSG00000032511.18	Scn5a	7.066561424723324	6.428343733047118	1220.4945666766762	7.308853730125374e-26	1.1600914393047284e-21	1.1226116880746062	0.748749152798265	0.43636993244602607	0.541158611234744	13.66055794117169	23.823467221328702	14.826964490713639	18.987842552374648	254.4131306307909	211.63388202730812	210.57273187316363	181.40991708338433	65.42180178534473	61.151290165863486	72.29963013286674	54.12337562223391	100.18870326126111	110.61958961611376	93.85525432281628	82.52083567922567	95.23564921439326	89.90211988132226	95.70559570112097	109.76033846995888	111.59942623149358	108.59708587233304	117.71214281933261	118.58176121754606	85.85990618274022	83.20689938688984	76.8868679930057	84.85204759702413
ENSMUSG00000026459.6	Myog	5.393449025634572	6.79482903782115	1175.7165391593032	1.2635785201010003e-25	1.1600914393047284e-21	3.1905805871594075	3.455765320607377	2.306526785786138	2.4652781178471668	27.99294660076166	34.934412017830745	27.892871896323356	37.9167166496177	304.8457998567915	269.03510185528654	255.17811341508798	245.98058595078328	117.70315593713583	99.77953088449804	109.00973371551885	97.3105699578833	110.41027996075266	149.5500889659907	106.96242060573181	115.42290240620767	84.25013353746984	95.36210027281656	87.31319945076972	119.31917143023549	130.8677286539489	127.9344318554382	126.28297273801368	112.43243119486345	122.72080207585043	153.7656273143176	133.48993061624228	132.44887549485532
ENSMUSG00000042363.15	Lgalsl	-2.832094249862133	5.645993759759383	1020.160663730968	1.0052723105458294e-24	6.0513477628758e-21	167.32822634880446	144.62377866741875	160.39711945480357	155.19226395520823	84.42672694789717	86.53524123041454	98.61919676581945	100.2463737237171	30.93453688583677	29.981098663997958	31.31209456754887	39.293241149639925	22.795471656987843	21.513952249772434	20.663440478147283	20.84307492266694	21.26260469556682	23.785585578400426	22.32190136666219	20.76304335069175	22.889971828722594	19.839318063750298	23.119437747361854	20.613831079553048	29.409514223747586	28.122931745921107	30.089083757071855	28.95854705717197	27.564480519187047	24.57359026409776	21.574971625339625	27.634133383246617
ENSMUSG00000022594.15	Lynx1	-3.356514181879992	5.675789857582039	1001.3744900826104	1.318232820580721e-24	6.0513477628758e-21	180.14963352313023	198.36092940286346	219.2447217732391	184.8958588385375	65.83941040499143	72.77168348699986	72.3169570753964	68.34443949752242	17.7639234541396	14.880162370791329	18.372117545980718	18.850963043752486	24.91877569533645	24.097241075261056	19.273924957924795	20.199770141103144	19.364928008741384	16.901533864092915	20.772872624135807	19.29164657780808	24.05953243310988	21.131374492271853	27.396331990329315	24.81140555341365	27.888332453553748	31.066555841709953	34.556856799788584	32.840039057304956	34.343962473096084	25.65771924633737	28.947114439403553	32.0420319597154
ENSMUSG00000036390.9	Gadd45a	5.585080587521185	9.570865075048427	923.6525800711278	4.274853767514214e-24	1.56989729758192e-20	22.097724807363303	27.70371865353581	16.39504174761498	16.595530744532148	162.8069774300298	198.695724514023	287.4499629234138	253.68229397613584	1005.5599308314273	873.9114944887299	797.9946921594366	1057.6124720650746	818.5938002939062	851.032212446908	905.112480640408	754.5965087743309	841.9215137163487	1078.8495941787849	1141.594464556236	916.5575731087844	1001.0185672907609	1111.5019624455736	914.2063184637432	957.3794611866614	1120.2812291218459	1166.3091532760905	1085.9423865052297	947.2148848414428	945.3926691175669	864.6832074179399	1075.791394036481	1111.8076486339344
ENSMUSG00000027333.19	Smox	-4.06615070071528	6.329513783865726	887.7462954928402	7.606977302171898e-24	2.0644925898063266e-20	403.31302014722434	403.80617771297204	311.75514745179663	326.4990287782955	100.86418519186441	121.31950534558986	149.06496101008653	151.489961233076	37.91824294036659	32.144683103667916	32.195369449567174	42.78189340124347	25.15914973741365	25.02561049692103	21.335786697609773	22.901650223671083	20.529411430202448	16.99648630153164	25.856864394478798	22.76577784711674	25.98095342603185	28.341882948214714	30.2610441719396	27.471254724968883	23.094305056579216	20.786514768724295	23.296245151308664	22.460318877174043	24.763377196913254	19.152945352899724	21.991476869072052	20.513681836643194
ENSMUSG00000033044.13	Dhrs7c	-7.162137578713123	4.958486721967613	885.668913064181	7.870301780113433e-24	2.0644925898063266e-20	167.44639600018075	162.1329896251628	161.45687500502964	167.27813960611752	54.95575276661529	64.4634995400659	82.48564153454484	77.30764467752536	4.6870510433086015	4.10639495692461	5.69712298901806	8.323801863475124	1.9229923366176038	2.381469385997324	2.3756233087674747	2.0585753010041423	0.7331932653643731	1.7566200926163986	1.1518418854683337	0.9809311819224449	1.420180733898847	1.6254903455593732	2.25949129817149	1.9948868786664242	2.166531612094258	2.6719049484852584	3.5103931049917163	3.401757033824418	4.059570032280861	4.743064297298281	2.3740798892748236	2.161565648076039
ENSMUSG00000032114.10	Slc37a4	-2.4663140484909967	5.05306385602042	843.6108392624321	1.594605993509979e-23	3.660019406603779e-20	113.56103497259964	98.60450381466383	97.1234792501298	107.38991996280585	40.84730767983142	46.495800522299085	47.32130812553433	42.98800379093515	10.311512295278924	10.773767413866718	9.318550005293105	10.159934627476991	15.38393869294083	18.365568993708173	15.867370779314832	16.382828437157965	16.777187072161244	23.073442297609994	17.674815139083048	17.94286620266472	22.764661763966814	20.547865137455666	21.02133868477404	21.195673085830755	25.998379345131095	26.03975161659362	25.028646943382498	27.0832194616021	24.19503739239393	27.60011700618333	23.199342075896084	24.582511291845147
ENSMUSG00000002233.14	Rhoc	2.329660572244663	6.772890137816264	827.5579648978007	2.106764046610977e-23	4.298266824874529e-20	34.564623027560245	32.13861748164861	34.410886101458054	37.099429236870776	34.62167635582202	32.48199627445867	27.608830430984018	30.07391211711513	141.68955303921902	132.90590129401158	137.2167529215435	114.26866234638277	159.96892500237692	147.7318297076306	168.3106702721107	159.79690774044653	151.9866510084736	195.079782717859	168.48666476402315	179.3060456289069	119.12810156116211	124.37085105510693	127.41916999331366	131.78721442190064	116.0246822902393	117.56381773335136	121.49607304938863	117.75312809392216	102.26056911315489	102.40501678071622	91.67280414550679	101.55120181941548
ENSMUSG00000038777.20	Sema6c	-3.3665864723280383	4.482196511880787	817.9104324013801	2.496939190735651e-23	4.5848797420288025e-20	100.68054297258574	101.94507695791764	113.20682818885476	90.73426048369207	13.839712799416564	14.964740964658155	14.883772783781506	13.032028584083223	6.936835544096731	5.43103849141642	5.2113218039079925	3.855878804403918	12.178951465244824	12.795352463748333	13.31245514535736	11.879694966211405	10.782253902417253	8.023480963572199	10.882919883390462	9.64582328890404	10.901975633752913	9.58622511483733	11.700937079816644	12.135561845220746	13.46015384535156	13.450097791527487	14.95336283684783	13.694252674626503	13.518368207495268	10.57025757683617	10.287679520190903	12.376022926239282
