Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_D0-1	CPM_D0-2	CPM_D0-3	CPM_D0-4	CPM_D1-1	CPM_D1-2	CPM_D1-3	CPM_D1-4	CPM_D3-1	CPM_D3-2	CPM_D3-3	CPM_D3-4	CPM_D5-1	CPM_D5-2	CPM_D5-3	CPM_D5-4	CPM_D7-1	CPM_D7-2	CPM_D7-3	CPM_D7-4	CPM_D14-1	CPM_D14-2	CPM_D14-3	CPM_D14-4	CPM_D21-1	CPM_D21-2	CPM_D21-3	CPM_D21-4	CPM_D28-1	CPM_D28-2	CPM_D28-3	CPM_D28-4
ENSMUSG00000032802.9	Srxn1	3.672951380899184	6.855360907218393	921.0762550504478	4.45208283781109e-24	8.174914506788723e-20	31.078618311960152	31.85063703826466	32.91476061878597	33.49170516197248	333.2280363354668	359.9045226650729	472.92903979000397	484.01307972015877	175.20196799887552	160.72341551833958	121.00865883650762	187.2855419281903	79.20324686443756	75.60156203344046	93.500947586584	80.32732372459914	69.91213430327346	76.76904566920855	70.7786979277438	61.389943135313004	58.68688032729059	57.55902992865371	60.96591699173431	59.805046216687174	62.091874074275864	58.69133581757448	59.49432470148298	57.78625730535069	50.37926410060549	45.7141054177701	54.52053640457446	49.122638943531946
ENSMUSG00000026819.16	Slc25a25	3.050882873625317	4.546194519287607	778.1813954655272	5.133523064674338e-23	4.713087525677509e-19	13.294085779830864	12.325562976832979	11.969003861376715	11.544717039674538	103.9546064965885	105.30372906234368	96.51728992230832	101.60264819174385	31.825076584065403	31.52651612090507	26.144936507741793	40.517329658974504	15.06343997017123	14.450271867576982	14.11927060871235	13.380739456526925	6.814384466327703	6.93152793302687	8.579236112453795	7.23436746667803	5.346562762913306	6.168527465199673	6.7381258356185505	5.569059202943767	6.8222697572329825	6.294826912533066	7.157554772515577	7.544922651943901	7.226034657459933	6.549945934364293	4.95641240041586	5.976093262327873
ENSMUSG00000020423.7	Btg2	3.191524150550679	6.032857568079426	623.6621959498461	1.2436907556421906e-21	7.612216551700635e-18	18.55263526607507	18.949113174663786	17.828828668509065	17.617719232419997	172.97401563542644	141.18907779699217	153.2687746971088	199.3723467999338	137.0493725063435	120.98410948358529	155.8538529321297	205.15723416447514	43.58782629666568	38.62824071863456	44.957550541392024	39.02715674820353	43.60343478137537	45.00745534595529	46.47086227579139	41.199109640742684	34.54380785101019	37.5529949063845	31.189049526545745	30.920746619329574	33.6042881961003	33.05916292193625	30.590568486356386	28.391587551534567	38.89068090925065	31.98180497606841	29.73847440249516	33.228773884149305
ENSMUSG00000038777.20	Sema6c	-2.8406348562104142	4.482196511880787	610.1141507760138	1.7036040862395962e-21	7.820394557882867e-18	100.68054297258574	101.94507695791764	113.20682818885476	90.73426048369207	13.839712799416564	14.964740964658155	14.883772783781506	13.032028584083223	6.936835544096731	5.43103849141642	5.2113218039079925	3.855878804403918	12.178951465244824	12.795352463748333	13.31245514535736	11.879694966211405	10.782253902417253	8.023480963572199	10.882919883390462	9.64582328890404	10.901975633752913	9.58622511483733	11.700937079816644	12.135561845220746	13.46015384535156	13.450097791527487	14.95336283684783	13.694252674626503	13.518368207495268	10.57025757683617	10.287679520190903	12.376022926239282
ENSMUSG00000052837.8	Junb	3.2109772556000418	5.984887305585478	548.0600214969849	7.884254360426886e-21	2.8954135713231697e-17	17.193684275247918	17.106038337006517	15.89633325339095	15.032183645409553	155.6407831002348	127.82591446065862	128.78440038485755	192.17819527387883	93.5066683140066	83.40838788850095	75.65249364486772	72.22122205074005	62.697562641803124	59.33491521044179	57.46319022339439	44.98844772402803	55.032623917937656	48.56817174990746	54.454318102658114	52.72505102833141	52.08721691681948	51.76561562012158	56.64867468987092	48.29288652104968	57.15955742546553	51.400205364928276	46.95720646936971	40.7774721362286	48.674244687047526	37.718654173752995	46.19043152992596	56.83646145235232
ENSMUSG00000057137.10	Tmem140	2.5121144610456927	6.650579218117973	539.9614319748698	9.746248006480651e-21	2.9826767649166287e-17	43.01375310096386	44.867353079219114	41.01877364992645	41.609084330493644	207.55090327668725	228.02461483271756	263.647288127977	273.84950563114245	113.23915320633581	111.09343775937977	93.71546498214204	144.6260573778803	81.32655090278615	82.82669796722895	93.7250629930715	72.35034443320808	85.56796696958331	107.43868296191648	107.51848220561307	96.4582328890404	105.1769143516852	97.5294207335624	86.66763050843501	95.1311680264051	73.47768914209037	67.15991590853623	72.12262197528435	70.17214189004473	51.678326510935364	50.502341755995026	53.85412801460258	56.45500869092714
ENSMUSG00000026459.6	Myog	3.4872658210679135	6.79482903782115	508.87959970445195	2.2637172990241356e-20	5.3748681424735274e-17	3.1905805871594075	3.455765320607377	2.306526785786138	2.4652781178471668	27.99294660076166	34.934412017830745	27.892871896323356	37.9167166496177	304.8457998567915	269.03510185528654	255.17811341508798	245.98058595078328	117.70315593713583	99.77953088449804	109.00973371551885	97.3105699578833	110.41027996075266	149.5500889659907	106.96242060573181	115.42290240620767	84.25013353746984	95.36210027281656	87.31319945076972	119.31917143023549	130.8677286539489	127.9344318554382	126.28297273801368	112.43243119486345	122.72080207585043	153.7656273143176	133.48993061624228	132.44887549485532
ENSMUSG00000051373.6	Plpp7	-2.022759021858688	5.0956082900057025	507.66600060814295	2.3417353850227763e-20	5.3748681424735274e-17	114.74273148636239	117.26563654594366	107.65869619061243	104.98477057954032	25.439989870772195	30.780320044363762	28.23372165473057	24.943656520666078	21.04485918445562	16.734663319079864	16.428912805540453	19.83023385122015	22.114411871102444	21.877227240856772	23.66658692507975	23.50206801979729	21.219475679957153	22.883537422732545	26.254051251536843	23.21537130549786	22.30519152652895	25.340977694874333	24.047443101968	23.10743967788608	26.228861431524102	27.670066500415132	23.11388706793247	22.940053843482612	24.641590095944828	20.14673025328603	20.49205799163532	24.11629125010326
ENSMUSG00000039376.14	Synpo2l	-2.1921855424096393	6.969639149960178	497.09966932144255	3.155625741000376e-20	6.438177761805434e-17	138.6130010643698	146.12127697301526	136.83314310271817	121.70055879323574	24.409849435864167	29.67923542489059	33.97135925458527	30.958438944089103	147.92333092681946	121.46981211289895	157.17876525515717	142.4839024865448	116.78172210917323	109.87050285906297	132.6314975593011	109.61913477847057	144.65471835482987	160.51709549016334	163.16436087944533	125.84529621413365	129.19467676320983	134.49890628513072	147.794939735753	141.3044872388717	135.43127396453042	148.5850870505107	142.9231478460913	135.28526049901723	152.51804611279195	140.25918707724915	158.9800515326667	145.67257122426167
ENSMUSG00000047407.18	Tgif1	3.2074823280782434	5.041101784879561	489.0470912334966	3.9771575330573506e-20	7.302856662199907e-17	5.790312917437443	7.3722993506290715	5.049423504018302	5.110942439439248	50.25293773768733	58.55768203561887	50.27533936506349	56.96352765712395	54.46353312324595	45.17034452617071	47.60851614078658	67.14125473700156	38.74028311477547	44.602096127577	45.13684286658202	39.927783442392844	31.74295548871639	33.80306772818583	38.52712513463047	33.43340445052333	24.560772692133	33.093316266003654	24.57196786761495	29.466141603635307	20.55900210625615	23.277273619007165	27.764018194025393	23.07089065247586	19.851297457853413	16.93951534749386	24.032352563360934	23.395769367411244
