Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_D0-1	CPM_D0-2	CPM_D0-3	CPM_D0-4	CPM_D1-1	CPM_D1-2	CPM_D1-3	CPM_D1-4	CPM_D3-1	CPM_D3-2	CPM_D3-3	CPM_D3-4	CPM_D5-1	CPM_D5-2	CPM_D5-3	CPM_D5-4	CPM_D7-1	CPM_D7-2	CPM_D7-3	CPM_D7-4	CPM_D14-1	CPM_D14-2	CPM_D14-3	CPM_D14-4	CPM_D21-1	CPM_D21-2	CPM_D21-3	CPM_D21-4	CPM_D28-1	CPM_D28-2	CPM_D28-3	CPM_D28-4
ENSMUSG00000032511.18	Scn5a	7.0795511179250115	6.428343733047118	1225.2489083693183	6.904111166815177e-26	1.267732892450603e-21	1.1226116880746062	0.748749152798265	0.43636993244602607	0.541158611234744	13.66055794117169	23.823467221328702	14.826964490713639	18.987842552374648	254.4131306307909	211.63388202730812	210.57273187316363	181.40991708338433	65.42180178534473	61.151290165863486	72.29963013286674	54.12337562223391	100.18870326126111	110.61958961611376	93.85525432281628	82.52083567922567	95.23564921439326	89.90211988132226	95.70559570112097	109.76033846995888	111.59942623149358	108.59708587233304	117.71214281933261	118.58176121754606	85.85990618274022	83.20689938688984	76.8868679930057	84.85204759702413
ENSMUSG00000026459.6	Myog	5.0732383620563235	6.79482903782115	1053.9644979835261	6.247291577927916e-25	4.7339840614672796e-21	3.1905805871594075	3.455765320607377	2.306526785786138	2.4652781178471668	27.99294660076166	34.934412017830745	27.892871896323356	37.9167166496177	304.8457998567915	269.03510185528654	255.17811341508798	245.98058595078328	117.70315593713583	99.77953088449804	109.00973371551885	97.3105699578833	110.41027996075266	149.5500889659907	106.96242060573181	115.42290240620767	84.25013353746984	95.36210027281656	87.31319945076972	119.31917143023549	130.8677286539489	127.9344318554382	126.28297273801368	112.43243119486345	122.72080207585043	153.7656273143176	133.48993061624228	132.44887549485532
ENSMUSG00000042363.15	Lgalsl	-2.859102124847942	5.645993759759383	1038.6577570966322	7.734425544277224e-25	4.7339840614672796e-21	167.32822634880446	144.62377866741875	160.39711945480357	155.19226395520823	84.42672694789717	86.53524123041454	98.61919676581945	100.2463737237171	30.93453688583677	29.981098663997958	31.31209456754887	39.293241149639925	22.795471656987843	21.513952249772434	20.663440478147283	20.84307492266694	21.26260469556682	23.785585578400426	22.32190136666219	20.76304335069175	22.889971828722594	19.839318063750298	23.119437747361854	20.613831079553048	29.409514223747586	28.122931745921107	30.089083757071855	28.95854705717197	27.564480519187047	24.57359026409776	21.574971625339625	27.634133383246617
ENSMUSG00000024617.17	Camk2a	-3.2160669533969246	6.974251219374733	989.6824189826796	1.5643700555754455e-24	7.181240740119083e-21	481.0095659271247	475.34051984954476	400.89929079434194	413.8660801254158	157.16359939531625	171.86929923958564	170.36807091053717	189.9373939788781	97.81875527385051	93.38736918167258	76.00580359767504	104.53715869717288	79.84424430997676	98.32643092016069	100.49334826899394	92.80743648693675	57.57723583890813	66.13437267607144	64.22511478628604	59.79592996468903	43.10666227598853	51.390502463454034	48.659759028478874	47.42012351163312	54.393772388749454	50.04160962841034	50.285241490985236	55.605643822129906	50.01390279770021	46.572374195376455	38.40178347212961	41.53596735518663
ENSMUSG00000036390.9	Gadd45a	5.586957052007116	9.570865075048427	924.1358594855062	4.2424546828162425e-24	1.5579990577174368e-20	22.097724807363303	27.70371865353581	16.39504174761498	16.595530744532148	162.8069774300298	198.695724514023	287.4499629234138	253.68229397613584	1005.5599308314273	873.9114944887299	797.9946921594366	1057.6124720650746	818.5938002939062	851.032212446908	905.112480640408	754.5965087743309	841.9215137163487	1078.8495941787849	1141.594464556236	916.5575731087844	1001.0185672907609	1111.5019624455736	914.2063184637432	957.3794611866614	1120.2812291218459	1166.3091532760905	1085.9423865052297	947.2148848414428	945.3926691175669	864.6832074179399	1075.791394036481	1111.8076486339344
ENSMUSG00000023800.16	Tiam2	3.6768464073591978	5.629726309079367	910.0580531146907	5.303427625185441e-24	1.6230256342275844e-20	5.84939774312558	5.702012779002173	6.4208718631343835	7.516091822704777	8.151546050141794	6.656557017724196	9.430176649266146	8.31455217355536	34.35608414745205	32.36545702608322	28.220632480484806	29.928964053230413	31.769435894536663	33.300207516064276	38.77196532233709	28.176749432494198	49.42585188868068	63.66560930266461	57.671531644828285	50.51795586900591	82.07809241503631	79.02383833796338	75.49121819426531	89.43742839354468	94.86642675936133	91.61463916585893	80.1007881229928	71.04438728333304	98.5257646834565	90.16339368959399	94.83824399787322	93.79499567043675
ENSMUSG00000087231.10	E230016M11Rik	5.563888208976147	4.723491596993418	898.5278603276846	6.3832530335773475e-24	1.6744184600363894e-20	0.9453572110101948	1.2671139508893716	0.9350784266700559	1.0221884878878496	2.1050695843772766	2.902859451338371	3.5789224632757057	3.479138852764299	12.842519858665568	12.716577931121373	10.510971096017816	12.914133773479788	14.863128268440228	16.42810237459171	17.705117112512312	15.010444903155204	16.906574118990253	24.925014827665116	22.719088223720235	15.694898910759118	42.43834193062437	52.307445735308036	44.18112449103181	59.84660635999273	57.52832876369434	58.3743301457203	46.82043790683757	48.147945709514836	50.054498498023015	54.74851360310016	59.97675509746923	54.08152484205933
ENSMUSG00000022594.15	Lynx1	-3.0058684265815008	5.675789857582039	835.1156606717233	1.8466595794672706e-23	4.2385453997722526e-20	180.14963352313023	198.36092940286346	219.2447217732391	184.8958588385375	65.83941040499143	72.77168348699986	72.3169570753964	68.34443949752242	17.7639234541396	14.880162370791329	18.372117545980718	18.850963043752486	24.91877569533645	24.097241075261056	19.273924957924795	20.199770141103144	19.364928008741384	16.901533864092915	20.772872624135807	19.29164657780808	24.05953243310988	21.131374492271853	27.396331990329315	24.81140555341365	27.888332453553748	31.066555841709953	34.556856799788584	32.840039057304956	34.343962473096084	25.65771924633737	28.947114439403553	32.0420319597154
ENSMUSG00000022952.18	Runx1	5.21752484094468	7.108924893495624	821.6934610948783	2.3354610566515127e-23	4.74495434832451e-20	4.785870880739111	5.7596088676789625	5.423454874686324	4.9305562356943335	19.662245692374988	19.569276646091435	20.053327452957525	33.25820869422144	173.18653605025284	143.94459741477667	113.6774773157557	122.16403323159079	128.31967612887885	129.04334961073633	145.40607572908846	110.77708338528541	162.07884066113613	184.1602524124057	209.67494184094252	166.6765566616554	177.64790180211165	210.2300846923456	172.32655954447202	218.3985530706679	217.43680030316202	207.63871506449	191.06568185740628	171.65789339913985	200.50216389435172	205.9393345845987	268.1044253905621	266.3387947550947
ENSMUSG00000033044.13	Dhrs7c	-6.488291611173162	4.958486721967613	815.9751097628811	2.584116299054847e-23	4.74495434832451e-20	167.44639600018075	162.1329896251628	161.45687500502964	167.27813960611752	54.95575276661529	64.4634995400659	82.48564153454484	77.30764467752536	4.6870510433086015	4.10639495692461	5.69712298901806	8.323801863475124	1.9229923366176038	2.381469385997324	2.3756233087674747	2.0585753010041423	0.7331932653643731	1.7566200926163986	1.1518418854683337	0.9809311819224449	1.420180733898847	1.6254903455593732	2.25949129817149	1.9948868786664242	2.166531612094258	2.6719049484852584	3.5103931049917163	3.401757033824418	4.059570032280861	4.743064297298281	2.3740798892748236	2.161565648076039
